country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","20-06-2026 19:00:00",18.530085,73.849598,CO,32,62,52
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","20-06-2026 19:00:00",19.000083,72.813993,CO,20,36,29
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB","20-06-2026 19:00:00",18.9942180,72.8158167,SO2,31,32,31
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","20-06-2026 19:00:00",21.121801,79.04952,PM2.5,24,46,33
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","20-06-2026 19:00:00",21.121801,79.04952,SO2,7,31,15
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","20-06-2026 19:00:00",21.14472,79.107595,CO,10,72,21
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","20-06-2026 19:00:00",21.14472,79.107595,OZONE,11,86,81
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","20-06-2026 19:00:00",21.143383,79.048912,PM10,40,68,52
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","20-06-2026 19:00:00",21.143383,79.048912,NH3,3,4,4
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","20-06-2026 19:00:00",19.173852,77.296291,PM2.5,5,22,14
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","20-06-2026 19:00:00",19.10078,72.87462,PM2.5,17,27,20
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","20-06-2026 19:00:00",19.04946,72.9230,PM10,23,63,41
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","20-06-2026 19:00:00",19.083694,72.920967,PM2.5,29,66,45
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","20-06-2026 19:00:00",19.0632143,72.8456324,NH3,2,17,10
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","20-06-2026 19:00:00",19.1653323,72.922099,NO2,6,15,10
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","20-06-2026 19:00:00",19.1653323,72.922099,NH3,1,2,2
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","20-06-2026 19:00:00",19.1653323,72.922099,SO2,5,13,9
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","20-06-2026 19:00:00",19.0630,73.1209,OZONE,6,26,10
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","20-06-2026 19:00:00",19.265594,76.761463,NO2,13,45,22
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","20-06-2026 19:00:00",19.265594,76.761463,NH3,3,4,4
India,Maharashtra,Pimpri-Chinchwad,"Bhosari,Pimpri-Chinchwad - IITM","20-06-2026 19:00:00",18.640051,73.848956,PM2.5,11,43,25
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","20-06-2026 19:00:00",18.614767,73.799516,CO,28,37,32
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","20-06-2026 19:00:00",21.643900,85.599355,NO2,12,18,14
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","20-06-2026 19:00:00",21.643900,85.599355,NH3,2,3,2
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","20-06-2026 19:00:00",21.643900,85.599355,SO2,2,27,11
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","20-06-2026 19:00:00",21.643900,85.599355,CO,26,36,31
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","20-06-2026 19:00:00",22.265816,86.174829,SO2,4,13,8
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","20-06-2026 19:00:00",22.220833,84.809444,PM2.5,18,68,44
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","20-06-2026 19:00:00",22.220833,84.809444,NH3,1,2,1
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","20-06-2026 19:00:00",22.24500000,84.88111111,PM2.5,68,68,68
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB","20-06-2026 19:00:00",21.606865,85.510538,CO,18,20,19
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","20-06-2026 19:00:00",20.9360711,85.1707021,PM2.5,2,315,104
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","20-06-2026 19:00:00",20.9360711,85.1707021,NH3,4,7,6
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","20-06-2026 19:00:00",21.869985,85.167016,PM2.5,11,29,21
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","20-06-2026 19:00:00",21.869985,85.167016,SO2,58,91,69
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","20-06-2026 19:00:00",21.869985,85.167016,OZONE,5,19,15
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","20-06-2026 19:00:00",11.9309,79.8027,NH3,1,7,3
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","20-06-2026 19:00:00",11.9309,79.8027,SO2,5,12,8
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","20-06-2026 19:00:00",11.9309,79.8027,OZONE,23,107,80
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","20-06-2026 19:00:00",31.620000,74.876512,PM10,66,86,72
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","20-06-2026 19:00:00",29.931624,73.864511,PM2.5,18,75,34
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","20-06-2026 19:00:00",29.931624,73.864511,NO2,9,30,17
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","20-06-2026 19:00:00",26.159933,75.780517,PM10,22,140,82
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","20-06-2026 19:00:00",26.159933,75.780517,NH3,2,22,4
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","20-06-2026 19:00:00",26.159933,75.780517,OZONE,39,73,60
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","20-06-2026 19:00:00",24.5886166,73.6321397,NO2,20,52,34
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB","20-06-2026 19:00:00",27.338530,88.614099,PM10,14,56,38
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB","20-06-2026 19:00:00",27.338530,88.614099,CO,4,10,8
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","20-06-2026 19:00:00",13.1278,80.2642,NO2,10,16,14
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","20-06-2026 19:00:00",13.1662,80.2584,PM2.5,27,350,73
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","20-06-2026 19:00:00",13.1662,80.2584,NH3,1,3,3
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","20-06-2026 19:00:00",13.1662,80.2584,CO,24,58,36
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","20-06-2026 19:00:00",13.164544,80.26285,PM2.5,NA,NA,NA
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","20-06-2026 19:00:00",13.164544,80.26285,NH3,6,7,6
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","20-06-2026 19:00:00",13.164544,80.26285,SO2,4,16,8
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","20-06-2026 19:00:00",12.9533,80.2357,PM2.5,14,336,53
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","20-06-2026 19:00:00",12.9533,80.2357,NH3,NA,NA,NA
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","20-06-2026 19:00:00",12.9533,80.2357,SO2,2,9,5
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","20-06-2026 19:00:00",13.1036,80.2909,PM10,47,59,53
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","20-06-2026 19:00:00",30.233011,74.907758,NO2,10,46,38
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","20-06-2026 19:00:00",30.9028,75.8086,CO,12,44,27
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","20-06-2026 19:00:00",30.649961,76.331442,SO2,1,29,8
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","20-06-2026 19:00:00",30.649961,76.331442,CO,28,30,30
India,Punjab,Patiala,"Model Town, Patiala - PPCB","20-06-2026 19:00:00",30.349388,76.366642,PM2.5,35,69,53
India,Punjab,Patiala,"Model Town, Patiala - PPCB","20-06-2026 19:00:00",30.349388,76.366642,PM10,74,113,98
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","20-06-2026 19:00:00",31.0325454,76.5623046,PM2.5,6,500,225
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","20-06-2026 19:00:00",31.0325454,76.5623046,PM10,5,498,194
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","20-06-2026 19:00:00",31.0325454,76.5623046,SO2,13,18,15
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","20-06-2026 19:00:00",26.470859,74.646594,PM10,37,87,66
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","20-06-2026 19:00:00",27.554793,76.611536,PM2.5,NA,NA,NA
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","20-06-2026 19:00:00",27.554793,76.611536,NH3,NA,NA,NA
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","20-06-2026 19:00:00",23.555190,74.440010,NO2,16,61,34
India,Rajasthan,Khairthal,"New Anaj Mandi, Khairthal - RSPCB","20-06-2026 19:00:00",27.8015617,76.6365217,PM2.5,39,101,66
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","20-06-2026 19:00:00",25.164090,75.858137,PM10,30,105,60
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","20-06-2026 19:00:00",25.164090,75.858137,NO2,21,48,30
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","20-06-2026 19:00:00",25.164090,75.858137,NH3,4,8,5
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","20-06-2026 19:00:00",25.14389,75.821256,NH3,4,7,5
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","20-06-2026 19:00:00",25.14389,75.821256,SO2,10,15,12
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","20-06-2026 19:00:00",27.213494,73.734444,OZONE,7,27,20
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","20-06-2026 19:00:00",25.771061," 73.340227",PM10,107,144,120
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","20-06-2026 19:00:00",25.771061," 73.340227",NH3,2,5,3
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","20-06-2026 19:00:00",25.771061," 73.340227",SO2,8,14,11
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","20-06-2026 19:00:00",24.041198,74.780702,PM2.5,13,314,45
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","20-06-2026 19:00:00",24.041198,74.780702,NO2,9,19,13
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","20-06-2026 19:00:00",24.041198,74.780702,NH3,3,7,5
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","20-06-2026 19:00:00",26.031443,76.359327,OZONE,39,73,66
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","20-06-2026 19:00:00",25.747299,71.393989,SO2,5,7,6
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","20-06-2026 19:00:00",27.215415,77.50873,CO,10,29,13
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","20-06-2026 19:00:00",25.339605,74.618883,NH3,NA,NA,NA
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","20-06-2026 19:00:00",28.194909,76.862296,PM10,117,139,126
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","20-06-2026 19:00:00",28.194909,76.862296,NH3,7,20,12
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","20-06-2026 19:00:00",28.194909,76.862296,SO2,7,19,11
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","20-06-2026 19:00:00",28.207266,76.829265,NO2,5,27,15
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","20-06-2026 19:00:00",28.207266,76.829265,NH3,5,9,7
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","20-06-2026 19:00:00",28.018792,73.292658,NO2,7,77,18
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","20-06-2026 19:00:00",25.435774,75.644272,PM10,17,77,47
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","20-06-2026 19:00:00",24.892047,74.623527,OZONE,3,91,67
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","20-06-2026 19:00:00",28.296139,74.961696,NH3,6,12,7
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","20-06-2026 19:00:00",28.296139,74.961696,SO2,1,4,3
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","20-06-2026 19:00:00",26.699557,77.898881,PM2.5,17,60,34
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","20-06-2026 19:00:00",23.837789,73.714926,OZONE,11,71,51
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","20-06-2026 19:00:00",29.610750,74.283608,OZONE,9,62,55
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","20-06-2026 19:00:00",26.902909,75.836858,NO2,24,33,27
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","20-06-2026 19:00:00",26.843698,75.766894,NO2,6,33,17
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","20-06-2026 19:00:00",26.843698,75.766894,SO2,2,4,2
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","20-06-2026 19:00:00",26.843698,75.766894,CO,12,28,15
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","20-06-2026 19:00:00",26.786682,75.827928,NH3,2,2,2
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","20-06-2026 19:00:00",26.960669,75.771817,NO2,15,46,27
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","20-06-2026 19:00:00",21.941841,86.728318,NH3,1,2,2
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","20-06-2026 19:00:00",21.941841,86.728318,SO2,4,12,8
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","20-06-2026 19:00:00",21.941841,86.728318,OZONE,9,57,47
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","20-06-2026 19:00:00",20.240790,85.836784,NO2,13,31,20
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","20-06-2026 19:00:00",20.240790,85.836784,OZONE,33,77,64
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","20-06-2026 19:00:00",20.34652,85.81630,NH3,2,2,2
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","20-06-2026 19:00:00",22.06156703,85.47409613,CO,27,33,31
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","20-06-2026 19:00:00",21.8004996,83.8396977,CO,18,32,30
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","20-06-2026 19:00:00",20.94185,86.11510,NH3,1,1,1
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","20-06-2026 19:00:00",21.643900,85.599355,PM2.5,19,73,32
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","20-06-2026 19:00:00",25.344694,72.626208,PM10,56,117,82
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","20-06-2026 19:00:00",25.344694,72.626208,OZONE,23,56,43
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","20-06-2026 19:00:00",28.108988,75.386577,NO2,4,54,15
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","20-06-2026 19:00:00",26.268249,73.0193853,PM2.5,26,117,51
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","20-06-2026 19:00:00",26.268249,73.0193853,NH3,3,10,6
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","20-06-2026 19:00:00",26.268249,73.0193853,OZONE,16,23,19
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","20-06-2026 19:00:00",26.358805,73.047444,SO2,1,5,1
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","20-06-2026 19:00:00",26.358805,73.047444,CO,17,22,19
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","20-06-2026 19:00:00",26.253384,72.976571,NH3,4,5,4
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","20-06-2026 19:00:00",26.253384,72.976571,CO,12,16,13
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","20-06-2026 19:00:00",26.506177,77.025989,PM2.5,17,82,36
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB","20-06-2026 19:00:00","19.2307571 ",73.1551920,NO2,8,16,12
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB","20-06-2026 19:00:00","19.2307571 ",73.1551920,OZONE,10,30,25
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","20-06-2026 19:00:00",19.4458210,72.7988231,CO,4,102,10
India,Meghalaya,Byrnihat,"15th Mile-Nongthymmai, Byrnihat - Meghalaya PCB","20-06-2026 19:00:00",26.05374,91.86796,NH3,NA,NA,NA
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","20-06-2026 19:00:00",25.6635413,94.0989878,OZONE,NA,NA,NA
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","20-06-2026 19:00:00",21.941841,86.728318,PM2.5,24,86,42
India,Uttar_Pradesh,Raebareli," Indira Nagar, Raebareli - NTPC Unchahar","20-06-2026 19:00:00",26.207781,81.245571,PM10,NA,NA,NA
India,Uttar_Pradesh,Raebareli," Indira Nagar, Raebareli - NTPC Unchahar","20-06-2026 19:00:00",26.207781,81.245571,NH3,7,12,9
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","20-06-2026 19:00:00",25.3505986,82.9083074,PM2.5,19,158,59
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","20-06-2026 19:00:00",25.301778,82.996789,NO2,8,8,8
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","20-06-2026 19:00:00",25.262326,82.995408,PM2.5,10,23,18
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","20-06-2026 19:00:00",25.262326,82.995408,NH3,1,2,1
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","20-06-2026 19:00:00",25.262326,82.995408,CO,2,4,3
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","20-06-2026 19:00:00",25.32393,82.99687,SO2,30,33,30
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","20-06-2026 19:00:00",27.5714090,77.6557570,PM2.5,10,60,22
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","20-06-2026 19:00:00",27.5714090,77.6557570,PM10,25,136,70
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","20-06-2026 19:00:00",30.269444,78.044167,PM10,70,122,99
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","20-06-2026 19:00:00",30.269444,78.044167,SO2,1,2,1
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","20-06-2026 19:00:00",30.269444,78.044167,CO,39,49,41
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","20-06-2026 19:00:00",23.6979360,86.9443950,OZONE,11,45,40
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","20-06-2026 19:00:00",28.757294,77.278792,PM10,137,229,172
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","20-06-2026 19:00:00",28.685382,77.453839,PM2.5,44,316,105
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","20-06-2026 19:00:00",28.685382,77.453839,SO2,11,20,15
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","20-06-2026 19:00:00",28.6603346,77.3572563,SO2,10,50,18
India,Uttar_Pradesh,Ghaziabad,"Ved Vihar-Loni, Ghaziabad - UPPCB","20-06-2026 19:00:00",28.739153,77.273668,PM2.5,124,316,222
India,Uttar_Pradesh,Ghaziabad,"Ved Vihar-Loni, Ghaziabad - UPPCB","20-06-2026 19:00:00",28.739153,77.273668,CO,101,106,102
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","20-06-2026 19:00:00",26.730136,83.433859,NO2,NA,NA,NA
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","20-06-2026 19:00:00",28.47272,77.482000,CO,17,47,41
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","20-06-2026 19:00:00",28.557054,77.453663,OZONE,21,123,96
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","20-06-2026 19:00:00",26.428282,80.327067,PM2.5,32,111,65
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","20-06-2026 19:00:00",26.428282,80.327067,PM10,44,130,87
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","20-06-2026 19:00:00",26.509954,80.249612,NO2,31,31,31
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","20-06-2026 19:00:00",26.509954,80.249612,CO,16,28,20
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","20-06-2026 19:00:00",28.2348927,77.8683002,OZONE,22,22,22
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","20-06-2026 19:00:00",26.766433,80.927299,SO2,32,34,32
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","20-06-2026 19:00:00",26.868120,81.005119,NO2,10,12,11
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","20-06-2026 19:00:00",26.868120,81.005119,SO2,11,12,12
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","20-06-2026 19:00:00",26.906111,80.948222,NH3,10,18,13
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","20-06-2026 19:00:00",26.906111,80.948222,CO,4,79,45
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","20-06-2026 19:00:00",26.90723,80.98579,NO2,31,32,31
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","20-06-2026 19:00:00",26.8458805,80.9365541,NO2,18,31,23
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","20-06-2026 19:00:00",26.8458805,80.9365541,SO2,2,10,4
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","20-06-2026 19:00:00",26.8458805,80.9365541,CO,26,72,52
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","20-06-2026 19:00:00",28.999264,77.7590354,PM10,114,190,145
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","20-06-2026 19:00:00",28.999264,77.7590354,CO,21,42,24
India,Uttar_Pradesh,Meerut,"MIET College, Meerut - UPPCB","20-06-2026 19:00:00","28.972677 ","77.641018 ",NH3,4,5,4
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","20-06-2026 19:00:00",28.83526,78.74460,NO2,28,29,29
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","20-06-2026 19:00:00",28.840739,78.697531,NO2,17,33,24
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","20-06-2026 19:00:00",28.88528,78.73880,NO2,23,24,23
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","20-06-2026 19:00:00",28.88528,78.73880,SO2,41,43,41
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","20-06-2026 19:00:00",28.88528,78.73880,CO,12,40,22
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","20-06-2026 19:00:00",28.856664,78.772638,NO2,25,25,25
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","20-06-2026 19:00:00",28.849399,78.742362,OZONE,6,91,73
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","20-06-2026 19:00:00",28.802625,78.753728,PM10,76,136,95
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","20-06-2026 19:00:00",28.802625,78.753728,NO2,24,24,24
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","20-06-2026 19:00:00",29.4723508,77.7194031,NO2,24,41,31
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","20-06-2026 19:00:00",29.4723508,77.7194031,CO,4,57,20
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","20-06-2026 19:00:00",28.5447608,77.3231257,PM2.5,37,108,63
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","20-06-2026 19:00:00",28.5447608,77.3231257,CO,28,56,32
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IITM","20-06-2026 19:00:00",28.6245479,77.3577104,OZONE,33,106,79
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","20-06-2026 19:00:00",25.425602,81.917152,PM2.5,10,75,31
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","20-06-2026 19:00:00",25.425602,81.917152,NH3,6,6,6
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","20-06-2026 19:00:00","25.44919916 ","81.82735986 ",SO2,10,15,13
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","20-06-2026 19:00:00",17.417094,78.457437,SO2,1,13,9
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","20-06-2026 19:00:00",17.349694,78.451437,PM10,35,136,59
